article,highlights
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'HH', 'AE', 'V', 'AH', 'N', 'T', 'SIL', 'M', 'AE', 'S', 'SIL', 'P', 'R', 'AH', 'D', 'UW', 'S', 'T', 'SIL', 'IH', 'N', 'AH', 'F', 'SIL', 'T', 'UW', 'SIL', 'D', 'UW', 'SIL', 'DH', 'AE', 'T', 'SIL']",They haven't mass produced enough to do that
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'HH', 'AE', 'V', 'AH', 'N', 'T', 'SIL', 'M', 'AE', 'S', 'SIL', 'P', 'R', 'AH', 'D', 'UW', 'S', 'T', 'SIL', 'IH', 'N', 'AH', 'F', 'SIL', 'T', 'UW', 'SIL', 'D', 'UW', 'SIL', 'DH', 'AE', 'T', 'SIL']",They haven't mass produced enough to do that
"Translate phoneme to English sentence: ['AY', 'SIL', 'JH', 'AH', 'S', 'T', 'SIL', 'TH', 'IH', 'NG', 'K', 'SIL', 'IH', 'T', 'S', 'SIL', 'S', 'AH', 'CH', 'SIL', 'AH', 'SIL', 'F', 'AH', 'N', 'SIL', 'S', 'P', 'AO', 'R', 'T', 'SIL']",I just think it's such a fun sport
"Translate phoneme to English sentence: ['AY', 'SIL', 'JH', 'AH', 'S', 'T', 'SIL', 'TH', 'IH', 'NG', 'K', 'SIL', 'IH', 'T', 'S', 'SIL', 'S', 'AH', 'CH', 'SIL', 'AH', 'SIL', 'F', 'AH', 'N', 'SIL', 'S', 'P', 'AO', 'R', 'T', 'SIL']",I just think it's such a fun sport
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'AH', 'SIL', 'P', 'L', 'EH', 'ZH', 'ER', 'SIL', 'T', 'UW', 'SIL', 'M', 'IY', 'T', 'SIL', 'Y', 'UW', 'SIL']",It's a pleasure to meet you
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'AH', 'SIL', 'P', 'L', 'EH', 'ZH', 'ER', 'SIL', 'T', 'UW', 'SIL', 'M', 'IY', 'T', 'SIL', 'Y', 'UW', 'SIL']",It's a pleasure to meet you
"Translate phoneme to English sentence: ['AY', 'SIL', 'Y', 'UW', 'Z', 'D', 'SIL', 'T', 'UW', 'SIL', 'D', 'UW', 'SIL', 'M', 'AO', 'R', 'SIL', 'B', 'IH', 'F', 'AO', 'R', 'SIL']",I used to do more before
"Translate phoneme to English sentence: ['AY', 'SIL', 'Y', 'UW', 'Z', 'D', 'SIL', 'T', 'UW', 'SIL', 'D', 'UW', 'SIL', 'M', 'AO', 'R', 'SIL', 'B', 'IH', 'F', 'AO', 'R', 'SIL']",I used to do more before
"Translate phoneme to English sentence: ['HH', 'OW', 'SIL', 'AY', 'SIL', 'TH', 'IH', 'NG', 'K', 'SIL', 'SH', 'OW', 'SIL', 'T', 'UW', 'SIL']",Oh I think so too
"Translate phoneme to English sentence: ['OW', 'SIL', 'AY', 'SIL', 'TH', 'IH', 'NG', 'K', 'SIL', 'S', 'OW', 'SIL', 'T', 'UW', 'SIL']",Oh I think so too
"Translate phoneme to English sentence: ['W', 'IH', 'DH', 'SIL', 'DH', 'AH', 'SIL', 'AH', 'B', 'AO', 'R', 'SH', 'AH', 'N', 'SIL', 'IH', 'K', 'S', 'OW', 'Z', 'SIL', 'AE', 'N', 'SIL', 'S', 'AH', 'F', 'SIL']",With the abortion issues and stuff
"Translate phoneme to English sentence: ['W', 'IH', 'DH', 'SIL', 'DH', 'AH', 'SIL', 'AH', 'B', 'AO', 'R', 'SH', 'AH', 'N', 'SIL', 'IH', 'SH', 'UW', 'Z', 'SIL', 'AH', 'N', 'D', 'SIL', 'S', 'T', 'AH', 'F', 'SIL']",With the abortion issues and stuff
"Translate phoneme to English sentence: ['V', 'EH', 'R', 'IY', 'SIL', 'M', 'AH', 'CH', 'SIL', 'K', 'AH', 'M', 'P', 'AW', 'N', 'D', 'SIL', 'T', 'UW', 'SIL', 'DH', 'EY', 'SIL', 'M', 'AH', 'DH', 'ER', 'SIL', 'IH', 'N', 'SIL', 'L', 'AO', 'SIL']",Very much compared to my mother in law
"Translate phoneme to English sentence: ['V', 'EH', 'R', 'IY', 'SIL', 'M', 'AH', 'CH', 'SIL', 'K', 'AH', 'M', 'P', 'EH', 'R', 'D', 'SIL', 'T', 'UW', 'SIL', 'M', 'AY', 'SIL', 'M', 'AH', 'DH', 'ER', 'SIL', 'IH', 'N', 'SIL', 'L', 'AO', 'SIL']",Very much compared to my mother in law
"Translate phoneme to English sentence: ['W', 'AH', 'T', 'SIL', 'D', 'UW', 'SIL', 'Y', 'UW', 'SIL', 'TH', 'IH', 'NG', 'K', 'SIL', 'IH', 'Z', 'SIL', 'Y', 'AO', 'R', 'SIL', 'P', 'R', 'AA', 'B', 'EH', 'R', 'SIL', 'K', 'AA', 'Z', 'SIL', 'AH', 'V', 'SIL', 'IH', 'T', 'SIL']",What do you think is your primary cause of it
"Translate phoneme to English sentence: ['W', 'AH', 'T', 'SIL', 'D', 'UW', 'SIL', 'Y', 'UW', 'SIL', 'TH', 'IH', 'NG', 'K', 'SIL', 'IH', 'Z', 'SIL', 'Y', 'AO', 'R', 'SIL', 'P', 'R', 'AY', 'M', 'EH', 'R', 'IY', 'SIL', 'K', 'AA', 'Z', 'SIL', 'AH', 'V', 'SIL', 'IH', 'T', 'SIL']",What do you think is your primary cause of it
"Translate phoneme to English sentence: ['W', 'AH', 'T', 'EH', 'V', 'ER', 'SIL', 'M', 'AE', 'N', 'ER', 'SIL', 'DH', 'EY', 'SIL', 'W', 'AA', 'N', 'T', 'SIL', 'T', 'UW', 'SIL']",Whatever manner they want to
"Translate phoneme to English sentence: ['W', 'AH', 'T', 'EH', 'V', 'ER', 'SIL', 'M', 'AE', 'N', 'ER', 'SIL', 'DH', 'EY', 'SIL', 'W', 'AA', 'N', 'T', 'SIL', 'T', 'UW', 'SIL']",Whatever manner they want to
"Translate phoneme to English sentence: ['AY', 'SIL', 'R', 'IH', 'M', 'EH', 'M', 'B', 'ER', 'SIL', 'DH', 'EH', 'R', 'SIL', 'W', 'AA', 'Z', 'SIL', 'AH', 'SIL', 'T', 'AY', 'M', 'SIL']",I remember there was a time
"Translate phoneme to English sentence: ['AY', 'SIL', 'R', 'IH', 'M', 'EH', 'M', 'B', 'ER', 'SIL', 'DH', 'EH', 'R', 'SIL', 'W', 'AA', 'Z', 'SIL', 'AH', 'SIL', 'T', 'AY', 'M', 'SIL']",I remember there was a time
"Translate phoneme to English sentence: ['HH', 'AW', 'SIL', 'OW', 'L', 'D', 'SIL', 'AA', 'R', 'SIL', 'Y', 'AO', 'R', 'SIL', 'G', 'ER', 'L', 'Z', 'SIL']",How old are your girls
"Translate phoneme to English sentence: ['HH', 'AW', 'SIL', 'OW', 'L', 'D', 'SIL', 'AA', 'R', 'SIL', 'Y', 'AO', 'R', 'SIL', 'G', 'ER', 'L', 'Z', 'SIL']",How old are your girls
"Translate phoneme to English sentence: ['AY', 'SIL', 'L', 'AH', 'V', 'D', 'SIL', 'W', 'EY', 'T', 'S', 'SIL', 'K', 'W', 'AY', 'T', 'SIL', 'AH', 'SIL', 'B', 'IH', 'T', 'SIL']",I lift weights quite a bit
"Translate phoneme to English sentence: ['AY', 'SIL', 'L', 'IH', 'F', 'T', 'SIL', 'W', 'EY', 'T', 'S', 'SIL', 'K', 'W', 'AY', 'T', 'SIL', 'AH', 'SIL', 'B', 'IH', 'T', 'SIL']",I lift weights quite a bit
"Translate phoneme to English sentence: ['N', 'AW', 'SIL', 'AY', 'SIL', 'JH', 'AH', 'S', 'T', 'SIL', 'HH', 'AE', 'V', 'SIL', 'T', 'UW', 'SIL', 'V', 'IH', 'ZH', 'AH', 'N', 'SIL', 'IH', 'T', 'SIL', 'DH', 'OW', 'SIL']",Now I just have to finish it though
"Translate phoneme to English sentence: ['N', 'AW', 'SIL', 'AY', 'SIL', 'JH', 'AH', 'S', 'T', 'SIL', 'HH', 'AE', 'V', 'SIL', 'T', 'UW', 'SIL', 'F', 'IH', 'N', 'IH', 'SH', 'SIL', 'IH', 'T', 'SIL', 'DH', 'OW', 'SIL']",Now I just have to finish it though
"Translate phoneme to English sentence: ['AY', 'M', 'SIL', 'IH', 'N', 'T', 'UW', 'SIL', 'K', 'AH', 'M', 'P', 'Y', 'UW', 'T', 'ER', 'Z', 'SIL', 'AO', 'L', 'SIL', 'DH', 'AH', 'SIL', 'T', 'AY', 'M', 'SIL']",I'm into computers all the time
"Translate phoneme to English sentence: ['AY', 'M', 'SIL', 'IH', 'N', 'T', 'UW', 'SIL', 'K', 'AH', 'M', 'P', 'Y', 'UW', 'T', 'ER', 'Z', 'SIL', 'AO', 'L', 'SIL', 'DH', 'AH', 'SIL', 'T', 'AY', 'M', 'SIL']",I'm into computers all the time
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'HH', 'OW', 'L', 'SIL', 'K', 'AH', 'N', 'S', 'IH', 'D', 'SIL', 'AH', 'V', 'SIL', 'T', 'EH', 'TH', 'SIL', 'R', 'OW', 'SIL']",The whole concept of death row
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'HH', 'OW', 'L', 'SIL', 'K', 'AA', 'N', 'S', 'EH', 'P', 'T', 'SIL', 'AH', 'V', 'SIL', 'D', 'EH', 'TH', 'SIL', 'R', 'OW', 'SIL']",The whole concept of death row
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'CH', 'AE', 'N', 'T', 'SIL', 'AE', 'T', 'SIL', 'IY', 'CH', 'SIL', 'AH', 'DH', 'ER', 'SIL']",We chat at each other
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'CH', 'AE', 'T', 'SIL', 'AE', 'T', 'SIL', 'IY', 'CH', 'SIL', 'AH', 'DH', 'ER', 'SIL']",We chat at each other
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'AH', 'P', 'SIL', 'N', 'AO', 'R', 'TH', 'SIL']",It's up north
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'AH', 'P', 'SIL', 'N', 'AO', 'R', 'TH', 'SIL']",It's up north
"Translate phoneme to English sentence: ['HH', 'AW', 'SIL', 'M', 'EH', 'N', 'IY', 'SIL', 'B', 'IH', 'G', 'R', 'UW', 'Z', 'SIL', 'IH', 'Z', 'SIL', 'IH', 'T', 'SIL']",How many bedrooms is it
"Translate phoneme to English sentence: ['HH', 'AW', 'SIL', 'M', 'EH', 'N', 'IY', 'SIL', 'B', 'EH', 'D', 'R', 'UW', 'M', 'Z', 'SIL', 'IH', 'Z', 'SIL', 'IH', 'T', 'SIL']",How many bedrooms is it
"Translate phoneme to English sentence: ['IH', 'Z', 'SIL', 'DH', 'AE', 'T', 'SIL', 'P', 'AH', 'T', 'IH', 'NG', 'SIL', 'T', 'UW', 'SIL', 'F', 'AY', 'N', 'SIL', 'AH', 'SIL', 'P', 'OY', 'N', 'T', 'SIL', 'AA', 'N', 'SIL', 'IH', 'T', 'SIL']",Is that putting too fine a point on it
"Translate phoneme to English sentence: ['IH', 'Z', 'SIL', 'DH', 'AE', 'T', 'SIL', 'P', 'AH', 'T', 'IH', 'NG', 'SIL', 'T', 'UW', 'SIL', 'F', 'AY', 'N', 'SIL', 'AH', 'SIL', 'P', 'OY', 'N', 'T', 'SIL', 'AA', 'N', 'SIL', 'IH', 'T', 'SIL']",Is that putting too fine a point on it
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'SIL', 'P', 'IY', 'P', 'AH', 'L', 'SIL', 'N', 'OW', 'SIL', 'AH', 'B', 'AW', 'T', 'SIL', 'DH', 'EH', 'M', 'S', 'AY', 'Z', 'SIL', 'N', 'AW', 'SIL']",That people know about themselves now
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'SIL', 'P', 'IY', 'P', 'AH', 'L', 'SIL', 'N', 'OW', 'SIL', 'AH', 'B', 'AW', 'T', 'SIL', 'DH', 'EH', 'M', 'S', 'EH', 'L', 'V', 'Z', 'SIL', 'N', 'AW', 'SIL']",That people know about themselves now
"Translate phoneme to English sentence: ['AY', 'SIL', 'D', 'OW', 'N', 'T', 'SIL', 'M', 'EY', 'K', 'SIL', 'EH', 'N', 'IY', 'SIL', 'M', 'AH', 'N', 'IY', 'SIL']",I don't make any money
"Translate phoneme to English sentence: ['AY', 'SIL', 'D', 'OW', 'N', 'T', 'SIL', 'M', 'EY', 'K', 'SIL', 'EH', 'N', 'IY', 'SIL', 'M', 'AH', 'N', 'IY', 'SIL']",I don't make any money
"Translate phoneme to English sentence: ['HH', 'UW', 'SIL', 'K', 'UH', 'D', 'SIL', 'HH', 'AE', 'V', 'SIL', 'EH', 'N', 'V', 'IH', 'ZH', 'AH', 'N', 'SIL', 'DH', 'AE', 'T', 'SIL']",Who could have envisioned that
"Translate phoneme to English sentence: ['HH', 'UW', 'SIL', 'K', 'UH', 'D', 'SIL', 'HH', 'AE', 'V', 'SIL', 'EH', 'N', 'V', 'IH', 'ZH', 'AH', 'N', 'D', 'SIL', 'DH', 'AE', 'T', 'SIL']",Who could have envisioned that
"Translate phoneme to English sentence: ['AY', 'M', 'SIL', 'N', 'AA', 'T', 'SIL', 'G', 'UH', 'D', 'SIL', 'IH', 'N', 'AH', 'F', 'SIL', 'F', 'AO', 'R', 'SIL', 'DH', 'AE', 'T', 'SIL']",I'm not good enough for that
"Translate phoneme to English sentence: ['AY', 'M', 'SIL', 'N', 'AA', 'T', 'SIL', 'G', 'UH', 'D', 'SIL', 'IH', 'N', 'AH', 'F', 'SIL', 'F', 'AO', 'R', 'SIL', 'DH', 'AE', 'T', 'SIL']",I'm not good enough for that
"Translate phoneme to English sentence: ['DH', 'EH', 'R', 'SIL', 'S', 'T', 'AA', 'R', 'T', 'IH', 'NG', 'SIL', 'AO', 'F', 'SIL']",They're starting off
"Translate phoneme to English sentence: ['DH', 'EH', 'R', 'SIL', 'S', 'T', 'AA', 'R', 'T', 'IH', 'NG', 'SIL', 'AO', 'F', 'SIL']",They're starting off
"Translate phoneme to English sentence: ['W', 'AH', 'T', 'SIL', 'M', 'AE', 'K', 'S', 'AH', 'B', 'AH', 'L', 'SIL', 'T', 'IY', 'M', 'Z', 'SIL', 'AA', 'R', 'SIL', 'Y', 'UW', 'SIL', 'IH', 'N', 'T', 'AH', 'R', 'EH', 'S', 'T', 'IH', 'D', 'SIL', 'IH', 'N', 'SIL']",What basketball teams are you interested in
"Translate phoneme to English sentence: ['W', 'AH', 'T', 'SIL', 'B', 'AE', 'S', 'K', 'AH', 'T', 'B', 'AO', 'L', 'SIL', 'T', 'IY', 'M', 'Z', 'SIL', 'AA', 'R', 'SIL', 'Y', 'UW', 'SIL', 'IH', 'N', 'T', 'AH', 'R', 'EH', 'S', 'T', 'IH', 'D', 'SIL', 'IH', 'N', 'SIL']",What basketball teams are you interested in
"Translate phoneme to English sentence: ['AY', 'SIL', 'W', 'UH', 'D', 'SIL', 'L', 'AY', 'K', 'SIL', 'T', 'UW', 'SIL', 'S', 'IY', 'SIL', 'DH', 'EH', 'M', 'SIL', 'G', 'OW', 'SIL', 'TH', 'R', 'UW', 'SIL', 'AH', 'DH', 'ER', 'SIL']",I would like to see them go through either
"Translate phoneme to English sentence: ['AY', 'SIL', 'W', 'UH', 'D', 'SIL', 'L', 'AY', 'K', 'SIL', 'T', 'UW', 'SIL', 'S', 'IY', 'SIL', 'DH', 'EH', 'M', 'SIL', 'G', 'OW', 'SIL', 'TH', 'R', 'UW', 'SIL', 'IY', 'DH', 'ER', 'SIL']",I would like to see them go through either
"Translate phoneme to English sentence: ['AO', 'L', 'SIL', 'AH', 'L', 'EH', 'ZH', 'SIL', 'D', 'IH', 'M', 'ER', 'K', 'AH', 'S', 'SIL']",All alleged democrats
"Translate phoneme to English sentence: ['AO', 'L', 'SIL', 'AH', 'L', 'EH', 'JH', 'D', 'SIL', 'D', 'EH', 'M', 'AH', 'K', 'R', 'AE', 'T', 'S', 'SIL']",All alleged democrats
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'EH', 'R', 'SIL', 'K', 'AH', 'N', 'D', 'AH', 'N', 'IH', 'NG', 'SIL', 'P', 'R', 'AA', 'B', 'L', 'AH', 'M', 'SIL']",The air conditioning problem
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'EH', 'R', 'SIL', 'K', 'AH', 'N', 'D', 'IH', 'SH', 'AH', 'N', 'IH', 'NG', 'SIL', 'P', 'R', 'AA', 'B', 'L', 'AH', 'M', 'SIL']",The air conditioning problem
"Translate phoneme to English sentence: ['W', 'ER', 'K', 'SIL', 'IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'N', 'AE', 'SH', 'AH', 'L', 'SIL', 'P', 'AA', 'R', 'T', 'S', 'SIL']",Work in the national parks
"Translate phoneme to English sentence: ['W', 'ER', 'K', 'SIL', 'IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'N', 'AE', 'SH', 'AH', 'N', 'AH', 'L', 'SIL', 'P', 'AA', 'R', 'K', 'S', 'SIL']",Work in the national parks
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'S', 'T', 'EY', 'B', 'AH', 'L', 'SIL', 'P', 'OW', 'N', 'IY', 'Z', 'SIL', 'D', 'UW', 'SIL', 'N', 'AA', 'T', 'SIL', 'L', 'AE', 'T', 'SIL', 'M', 'IY', 'SIL', 'K', 'L', 'OW', 'S', 'SIL', 'T', 'UW', 'SIL', 'DH', 'EH', 'M', 'SIL', 'Y', 'UW', 'ZH', 'AH', 'W', 'AH', 'L', 'IY', 'SIL']",The stable ponies do not let me close to them usually
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'S', 'T', 'EY', 'B', 'AH', 'L', 'SIL', 'P', 'OW', 'N', 'IY', 'Z', 'SIL', 'D', 'UW', 'SIL', 'N', 'AA', 'T', 'SIL', 'L', 'EH', 'T', 'SIL', 'M', 'IY', 'SIL', 'K', 'L', 'OW', 'Z', 'SIL', 'T', 'UW', 'SIL', 'DH', 'EH', 'M', 'SIL', 'Y', 'UW', 'ZH', 'AH', 'W', 'AH', 'L', 'IY', 'SIL']",The stable ponies do not let me close to them usually
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'AH', 'SIL', 'K', 'AA', 'S', 'AH', 'T', 'SIL', 'B', 'AE', 'D', 'SIL']",It's a concert band
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'AH', 'SIL', 'K', 'AA', 'N', 'S', 'ER', 'T', 'SIL', 'B', 'AE', 'N', 'D', 'SIL']",It's a concert band
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'T', 'UW', 'SIL', 'M', 'EY', 'K', 'SIL', 'DH', 'IH', 'S', 'SIL', 'W', 'AH', 'N', 'SIL', 'L', 'AE', 'S', 'T', 'SIL', 'AE', 'Z', 'SIL', 'L', 'AO', 'NG', 'SIL', 'AE', 'Z', 'SIL', 'AY', 'SIL', 'K', 'AE', 'N', 'SIL']",I have to make this one last as long as I can
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'T', 'UW', 'SIL', 'M', 'EY', 'K', 'SIL', 'DH', 'IH', 'S', 'SIL', 'W', 'AH', 'N', 'SIL', 'L', 'AE', 'S', 'T', 'SIL', 'AE', 'Z', 'SIL', 'L', 'AO', 'NG', 'SIL', 'AE', 'Z', 'SIL', 'AY', 'SIL', 'K', 'AE', 'N', 'SIL']",I have to make this one last as long as I can
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'W', 'IY', 'K', 'S', 'SIL', 'B', 'L', 'OW', 'IH', 'NG', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'HH', 'AA', 'R', 'D', 'SIL']",The wind's blowing very hard
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'W', 'IH', 'N', 'D', 'Z', 'SIL', 'B', 'L', 'OW', 'IH', 'NG', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'HH', 'AA', 'R', 'D', 'SIL']",The wind's blowing very hard
"Translate phoneme to English sentence: ['DH', 'EH', 'R', 'Z', 'SIL', 'AH', 'SIL', 'L', 'AA', 'T', 'SIL', 'AH', 'V', 'SIL', 'K', 'R', 'AY', 'M', 'SIL']",There's a lot of crime
"Translate phoneme to English sentence: ['DH', 'EH', 'R', 'Z', 'SIL', 'AH', 'SIL', 'L', 'AA', 'T', 'SIL', 'AH', 'V', 'SIL', 'K', 'R', 'AY', 'M', 'SIL']",There's a lot of crime
"Translate phoneme to English sentence: ['AE', 'K', 'CH', 'UW', 'AH', 'L', 'IY', 'SIL', 'DH', 'EH', 'R', 'SIL', 'F', 'R', 'AH', 'M', 'SIL', 'K', 'AE', 'N', 'AH', 'SIL']",Actually they're from Canada
"Translate phoneme to English sentence: ['AE', 'K', 'CH', 'UW', 'AH', 'L', 'IY', 'SIL', 'DH', 'EH', 'R', 'SIL', 'F', 'R', 'AH', 'M', 'SIL', 'K', 'AE', 'N', 'AH', 'D', 'AH', 'SIL']",Actually they're from Canada
"Translate phoneme to English sentence: ['W', 'EH', 'N', 'T', 'SIL', 'F', 'AO', 'R', 'SIL', 'EH', 'N', 'IY', 'W', 'AH', 'N', 'SIL', 'T', 'UW', 'SIL', 'JH', 'OY', 'N', 'SIL']",Wait for anyone to join
"Translate phoneme to English sentence: ['W', 'EY', 'T', 'SIL', 'F', 'AO', 'R', 'SIL', 'EH', 'N', 'IY', 'W', 'AH', 'N', 'SIL', 'T', 'UW', 'SIL', 'JH', 'OY', 'N', 'SIL']",Wait for anyone to join
"Translate phoneme to English sentence: ['ER', 'AW', 'N', 'D', 'SIL', 'DH', 'IH', 'S', 'SIL', 'T', 'AY', 'M', 'SIL', 'AH', 'V', 'SIL', 'DH', 'AH', 'SIL', 'Y', 'IH', 'R', 'SIL']",Around this time of the year
"Translate phoneme to English sentence: ['ER', 'AW', 'N', 'D', 'SIL', 'DH', 'IH', 'S', 'SIL', 'T', 'AY', 'M', 'SIL', 'AH', 'V', 'SIL', 'DH', 'AH', 'SIL', 'Y', 'IH', 'R', 'SIL']",Around this time of the year
"Translate phoneme to English sentence: ['HH', 'AE', 'D', 'SIL', 'AH', 'SIL', 'F', 'Y', 'UW', 'SIL', 'D', 'R', 'AA', 'P', 'S', 'SIL', 'AH', 'V', 'SIL', 'Y', 'UW', 'K', 'AH', 'L', 'Z', 'SIL', 'OY', 'L', 'SIL', 'T', 'UW', 'SIL', 'DH', 'AH', 'SIL', 'W', 'AO', 'T', 'ER', 'SIL']",Add a few drops of eucalyptus oil to the water
"Translate phoneme to English sentence: ['AE', 'D', 'SIL', 'AH', 'SIL', 'F', 'Y', 'UW', 'SIL', 'D', 'R', 'AA', 'P', 'S', 'SIL', 'AH', 'V', 'SIL', 'Y', 'UW', 'K', 'AH', 'L', 'IH', 'P', 'T', 'AH', 'S', 'SIL', 'OY', 'L', 'SIL', 'T', 'UW', 'SIL', 'DH', 'AH', 'SIL', 'W', 'AO', 'T', 'ER', 'SIL']",Add a few drops of eucalyptus oil to the water
"Translate phoneme to English sentence: ['B', 'EH', 'T', 'ER', 'SIL', 'R', 'AH', 'N', 'IH', 'NG', 'SIL', 'AO', 'T', 'AH', 'M', 'AY', 'L', 'Z', 'SIL']",Better running automobiles
"Translate phoneme to English sentence: ['B', 'EH', 'T', 'ER', 'SIL', 'R', 'AH', 'N', 'IH', 'NG', 'SIL', 'AO', 'T', 'AH', 'M', 'OW', 'B', 'IY', 'L', 'Z', 'SIL']",Better running automobiles
"Translate phoneme to English sentence: ['V', 'OY', 'D', 'SIL', 'IY', 'T', 'ER', 'SIL']",Void eater
"Translate phoneme to English sentence: ['V', 'OY', 'D', 'SIL', 'IY', 'T', 'ER', 'SIL']",Void eater
"Translate phoneme to English sentence: ['AY', 'SIL', 'TH', 'AO', 'T', 'SIL', 'DH', 'AE', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'R', 'IH', 'L', 'IY', 'SIL', 'F', 'AH', 'N', 'IY', 'SIL']",I thought that was really funny
"Translate phoneme to English sentence: ['AY', 'SIL', 'TH', 'AO', 'T', 'SIL', 'DH', 'AE', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'R', 'IH', 'L', 'IY', 'SIL', 'F', 'AH', 'N', 'IY', 'SIL']",I thought that was really funny
"Translate phoneme to English sentence: ['HH', 'AE', 'V', 'SIL', 'Y', 'UW', 'SIL', 'HH', 'ER', 'D', 'SIL', 'AH', 'V', 'SIL', 'IH', 'T', 'SIL']",Have you heard of it
"Translate phoneme to English sentence: ['HH', 'AE', 'V', 'SIL', 'Y', 'UW', 'SIL', 'HH', 'ER', 'D', 'SIL', 'AH', 'V', 'SIL', 'IH', 'T', 'SIL']",Have you heard of it
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'K', 'UH', 'D', 'SIL', 'HH', 'AE', 'V', 'SIL', 'HH', 'AE', 'D', 'SIL', 'AH', 'SIL', 'L', 'AA', 'T', 'ER', 'IY', 'SIL']",They could have had a lottery
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'K', 'UH', 'D', 'SIL', 'HH', 'AE', 'V', 'SIL', 'HH', 'AE', 'D', 'SIL', 'AH', 'SIL', 'L', 'AA', 'T', 'ER', 'IY', 'SIL']",They could have had a lottery
"Translate phoneme to English sentence: ['DH', 'EH', 'R', 'SIL', 'D', 'AE', 'G', 'ER', 'Z', 'SIL']",They're dangerous
"Translate phoneme to English sentence: ['DH', 'EH', 'R', 'SIL', 'D', 'EY', 'N', 'JH', 'ER', 'AH', 'S', 'SIL']",They're dangerous
"Translate phoneme to English sentence: ['EH', 'N', 'JH', 'OY', 'SIL', 'T', 'UW', 'SIL', 'Y', 'UW', 'Z', 'SIL']",Enjoyable to use
"Translate phoneme to English sentence: ['EH', 'N', 'JH', 'OY', 'AH', 'B', 'AH', 'L', 'SIL', 'T', 'UW', 'SIL', 'Y', 'UW', 'Z', 'SIL']",Enjoyable to use
"Translate phoneme to English sentence: ['D', 'IH', 'D', 'SIL', 'DH', 'AE', 'T', 'SIL', 'K', 'EH', 'R', 'SIL', 'Y', 'UW', 'SIL', 'AH', 'SIL', 'L', 'IH', 'T', 'AH', 'L', 'SIL', 'B', 'IH', 'T', 'SIL']",Did that scare you a little bit
"Translate phoneme to English sentence: ['D', 'IH', 'D', 'SIL', 'DH', 'AE', 'T', 'SIL', 'S', 'K', 'EH', 'R', 'SIL', 'Y', 'UW', 'SIL', 'AH', 'SIL', 'L', 'IH', 'T', 'AH', 'L', 'SIL', 'B', 'IH', 'T', 'SIL']",Did that scare you a little bit
"Translate phoneme to English sentence: ['AY', 'SIL', 'JH', 'AH', 'S', 'T', 'SIL', 'F', 'IY', 'L', 'SIL', 'M', 'AH', 'CH', 'SIL', 'B', 'EH', 'T', 'ER', 'SIL']",I just feel much better
"Translate phoneme to English sentence: ['AY', 'SIL', 'JH', 'AH', 'S', 'T', 'SIL', 'F', 'IY', 'L', 'SIL', 'M', 'AH', 'CH', 'SIL', 'B', 'EH', 'T', 'ER', 'SIL']",I just feel much better
"Translate phoneme to English sentence: ['W', 'EH', 'N', 'SIL', 'AA', 'R', 'SIL', 'Y', 'UW', 'SIL', 'CH', 'OY', 'N', 'IH', 'NG', 'SIL']",When are you joining
"Translate phoneme to English sentence: ['W', 'EH', 'N', 'SIL', 'AA', 'R', 'SIL', 'Y', 'UW', 'SIL', 'JH', 'OY', 'N', 'IH', 'NG', 'SIL']",When are you joining
